ruta,tipo,estado,accion,riesgo,justificacion,owner
login_module/src/apps/accounts/migrations/0001_initial.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/accounts/migrations/0002_user_must_change_password.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/accounts/migrations/0003_user_is_setup_complete.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/accounts/migrations/0004_refresh_token_session.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/accounts/migrations/0005_user_totp_fields.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/accounts/migrations/0006_two_factor_challenge.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/accounts/migrations/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/accounts/models.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/accounts/password_validators.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/accounts/serializers.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/accounts/signals.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/accounts/tests.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/accounts/urls.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/accounts/views.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/audit/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/admin.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/apps.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/contracts.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/integrity.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/keyring.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/management/commands/audit_verify_chain.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/middleware.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/migrations/0001_initial.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/migrations/0002_audit_event_signature_key_id.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/migrations/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/models.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/redaction.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/serializers.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/services.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/tests.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/urls.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/views.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/audit/writer.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.audit
login_module/src/apps/cec/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/cec/apps.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/cec/migrations/0001_initial.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/cec/migrations/0002_phase3_fields.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/cec/migrations/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/cec/models.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/cec/serializers.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/cec/services.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/cec/urls.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/cec/views.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/common/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/common/admin.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/common/api_exceptions.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/common/apps.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/common/domain_errors.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/common/migrations/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/common/models.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/common/pagination.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/common/permissions.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/common/tests.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/common/throttling.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/common/urls.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/common/views.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/hr/README.md,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.hr
login_module/src/apps/hr/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.hr
login_module/src/apps/hr/apps.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.hr
login_module/src/apps/hr/migrations/0001_initial.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.hr
login_module/src/apps/hr/migrations/0002_remove_positionrolemap_hr_positionrolemap_position_isactive_idx_and_more.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.hr
login_module/src/apps/hr/migrations/0003_employmentassignment_employee_active_started_idx.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.hr
login_module/src/apps/hr/migrations/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.hr
login_module/src/apps/hr/models.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.hr
login_module/src/apps/hr/serializers.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.hr
login_module/src/apps/hr/services.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.hr
login_module/src/apps/hr/urls.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.hr
login_module/src/apps/hr/views.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.hr
login_module/src/apps/iam/admin.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.iam
login_module/src/apps/iam/apps.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.iam
login_module/src/apps/iam/authentication.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.iam
login_module/src/apps/iam/bootstrap.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.iam
login_module/src/apps/iam/context.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.iam
login_module/src/apps/iam/context_middleware.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.iam
login_module/src/apps/iam/management/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.iam
login_module/src/apps/iam/management/commands/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.iam
login_module/src/apps/iam/management/commands/bootstrap_company.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.iam
login_module/src/apps/iam/migrations/0001_initial.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.iam
login_module/src/apps/iam/migrations/0002_initial.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.iam
login_module/src/apps/iam/migrations/0003_orgunit_parent_type_name_idx.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.iam
login_module/src/apps/iam/migrations/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.iam
login_module/src/apps/iam/models.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.iam
login_module/src/apps/iam/selectors.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.iam
login_module/src/apps/iam/urls.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.iam
login_module/src/apps/iam/views.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.iam
login_module/src/apps/integration/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.integration
login_module/src/apps/integration/apps.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.integration
login_module/src/apps/integration/management/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.integration
login_module/src/apps/integration/management/commands/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.integration
login_module/src/apps/integration/management/commands/dispatch_outbox.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.integration
login_module/src/apps/integration/migrations/0001_initial.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.integration
login_module/src/apps/integration/migrations/0002_outbox_next_attempt_at.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.integration
login_module/src/apps/integration/migrations/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.integration
login_module/src/apps/integration/models.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.integration
login_module/src/apps/integration/serializers.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.integration
login_module/src/apps/integration/services.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.integration
login_module/src/apps/integration/urls.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.integration
login_module/src/apps/integration/views.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.integration
login_module/src/apps/org/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.org
login_module/src/apps/org/apps.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.org
login_module/src/apps/org/migrations/0001_initial.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.org
login_module/src/apps/org/migrations/0002_alter_branchprofile_id_alter_companyprofile_id.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.org
login_module/src/apps/org/migrations/0003_branchprofile_fuel_uom_defaults.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.org
login_module/src/apps/org/migrations/0004_user_fuel_uom_preference.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.org
login_module/src/apps/org/migrations/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.org
login_module/src/apps/org/models.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.org
login_module/src/apps/org/serializers.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.org
login_module/src/apps/org/urls.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.org
login_module/src/apps/org/views.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.org
login_module/src/apps/payments/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.payments
login_module/src/apps/payments/apps.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.payments
login_module/src/apps/payments/migrations/0001_initial.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.payments
login_module/src/apps/payments/migrations/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.payments
login_module/src/apps/payments/models.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.payments
login_module/src/apps/payments/serializers.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.payments
login_module/src/apps/payments/services.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.payments
login_module/src/apps/payments/urls.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.payments
login_module/src/apps/payments/views.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.payments
login_module/src/apps/rbac/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/rbac/admin.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/rbac/apps.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/rbac/management/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/rbac/management/commands/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/rbac/management/commands/seed_rbac_v01.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/rbac/migrations/0001_initial.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/rbac/migrations/0002_roleassignment_origin.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/rbac/migrations/0003_rename_rbac_roleas_origin_isactive_idx_rbac_roleas_origin_7700cc_idx.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/rbac/migrations/0004_role_permission_active_indexes.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/rbac/migrations/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/rbac/models.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/rbac/seed_v01.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/rbac/selectors.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/rbac/serializers.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/rbac/tests.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/rbac/urls.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/rbac/views.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.rbac
login_module/src/apps/sync/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/sync/apps.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/sync/handlers.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/sync/migrations/0001_initial.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/sync/migrations/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/sync/models.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/sync/serializers.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/sync/signing.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/sync/tests/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/sync/tests/test_sync_batch.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/sync/urls.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/sync/views.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.backend
login_module/src/apps/sync_engine/admin.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.sync
login_module/src/apps/sync_engine/apps.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.sync
login_module/src/apps/sync_engine/errors.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.sync
login_module/src/apps/sync_engine/handlers_demo.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.sync
login_module/src/apps/sync_engine/handlers_inventory.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.sync
login_module/src/apps/sync_engine/migrations/0001_initial.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.sync
login_module/src/apps/sync_engine/migrations/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.sync
login_module/src/apps/sync_engine/models.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.sync
login_module/src/apps/sync_engine/registry.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.sync
login_module/src/apps/sync_engine/serializers.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.sync
login_module/src/apps/sync_engine/services.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.sync
login_module/src/apps/sync_engine/signing.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.sync
login_module/src/apps/sync_engine/urls.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.sync
login_module/src/apps/sync_engine/views.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.sync
login_module/src/config/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/asgi.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/csp_report.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/drf_exception_handler.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/error_envelope.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/logging_utils.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/metrics.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/middleware/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/middleware/api_error_envelope.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/middleware/cookie_csrf.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/middleware/request_id.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/middleware/request_logging.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/settings/README.md,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/settings/__init__.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/settings/base.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/settings/dev.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/settings/prod.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/settings/pytest.ini,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/settings/test.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/throttling.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/urls.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/config/wsgi.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.platform
login_module/src/manage.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/static/.gitkeep,soporte,activo,KEEP,bajo,archivo de soporte no generado,owner.unassigned
login_module/src/tests/test_architecture_kernels_models.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_auth_audit_request_id.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_auth_throttling.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_auth_throttling_me_context.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_billing_doc_flow.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_billing_kernel.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_bootstrap_api.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_bootstrap_company_command.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_error_envelope_context.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_fuel_billing_inventory_integration.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_fuel_compensation_phase2.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_fuel_read_and_reports.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_fuel_shift_flow.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_fuel_uom_preferences.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_hr_end_assignment_endpoint.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_hr_position_role_automation.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_hr_revoke_access_endpoint.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_iam_context_headers.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_integration_idempotency_concurrency.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_inventory_kernel.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_inventory_kernel_flow.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_kernel_boundary_errors.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_openapi_schema_permissions.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase10_procurement_4b.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase11_intercompany_advanced.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase12_advanced_policy.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase1_operational_contracts.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase2_canonical_events.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase2_cec_integration_api.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase2_payments_api.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase3_cec_execute_api.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase3_cec_orchestrator.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase3_outbox_dispatcher.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase4_go_live_gate.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase4_operational_certification.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase4_shadow_ledger.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase4_shadow_ledger_cycle_command.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase5_accounting_api.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase5_operational_go_live_gate.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase5_operational_rollout_tools.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
login_module/src/tests/test_phase5_posting_controlled.py,codigo-fuente,activo,KEEP,medio,software/documentación propia en superficie canónica,owner.unassigned
